City_ID,City,Lat,Lng,Current Weather,Weather Description,Feels Like,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
0,Cayenne,4.9333,-52.3333,Clouds,broken clouds,92.37,84.24,84.24,74,75,16.11,2023-02-08,GF
1,Khatanga,71.9667,102.5,Clouds,broken clouds,-57.3,-44.7,-44.7,100,69,4.52,2023-02-08,RU
2,Mataura,-46.1927,168.8643,Rain,light rain,46.44,49.48,49.48,93,87,7.29,2023-02-08,NZ
3,Moron,-34.6534,-58.6198,Rain,moderate rain,81.21,80.46,83.95,50,100,14.97,2023-02-08,AR
4,Dikson,73.5069,80.5464,Clouds,overcast clouds,-9.18,3.42,3.42,79,100,15.9,2023-02-08,RU
6,Busselton,-33.65,115.3333,Clear,clear sky,60.51,60.75,60.75,85,0,11.56,2023-02-08,AU
7,Nikolskoye,59.7035,30.7861,Clouds,overcast clouds,27.09,33.39,33.8,93,100,7.11,2023-02-08,RU
8,Kamina,-8.7386,24.9906,Clouds,broken clouds,64.76,64.26,64.26,93,76,1.97,2023-02-08,CD
9,Arraial Do Cabo,-22.9661,-42.0278,Clouds,broken clouds,86.7,82.26,82.36,69,75,8.05,2023-02-08,BR
10,Aklavik,68.2191,-135.0107,Clouds,broken clouds,-22,-22,-22,76,75,0,2023-02-08,CA
11,Albany,42.6001,-73.9662,Clouds,broken clouds,39.07,40.62,42.58,60,55,3,2023-02-08,US
12,Yerbogachen,61.2767,108.0108,Clouds,overcast clouds,-17.46,-6.41,-6.41,98,100,4.65,2023-02-08,RU
13,Tasiilaq,65.6145,-37.6368,Clear,clear sky,-9.24,3.36,3.36,56,0,9.08,2023-02-08,GL
15,Jalu,29.0331,21.5482,Clouds,overcast clouds,54.66,57.47,57.47,37,97,9.44,2023-02-08,LY
16,Geraldton,-28.7667,114.6,Clear,clear sky,74.32,73.81,73.81,73,0,14.97,2023-02-08,AU
17,Qaanaaq,77.484,-69.3632,Clouds,few clouds,-39.06,-26.46,-26.46,68,16,6.22,2023-02-08,GL
18,Port Alfred,-33.5906,26.891,Clouds,overcast clouds,72.95,72.18,72.18,82,98,1.01,2023-02-08,ZA
19,Golfito,8.639,-83.166,Clear,clear sky,91.98,87.67,87.67,54,8,4.16,2023-02-08,CR
20,Isoka,-10.1606,32.6335,Rain,light rain,62.89,62.51,62.51,94,54,1.41,2023-02-08,ZM
21,Punta Arenas,-53.15,-70.9167,Clouds,overcast clouds,70.59,71.71,71.71,43,100,13.8,2023-02-08,CL
22,Alofi,-19.0595,-169.9187,Clouds,overcast clouds,78.69,76.89,76.89,94,91,3.44,2023-02-08,NU
23,Jieshi,22.8134,115.8257,Clouds,overcast clouds,62.38,62.37,62.37,87,100,21.18,2023-02-08,CN
24,Alyangula,-13.8483,136.4192,Clouds,overcast clouds,90.55,83.46,83.46,74,89,7.27,2023-02-08,AU
25,Iwanai,42.9744,140.5089,Snow,light snow,10.31,22.91,22.91,74,100,18.12,2023-02-08,JP
26,Pevek,69.7008,170.3133,Clouds,overcast clouds,-39.28,-26.68,-26.68,100,100,6.02,2023-02-08,RU
27,Sokol,59.4617,40.1206,Clouds,overcast clouds,17.58,22.53,22.53,98,99,3.67,2023-02-08,RU
28,Norman Wells,65.282,-126.8329,Clouds,scattered clouds,-39.1,-27.36,-27.36,75,40,3.44,2023-02-08,CA
29,Rikitea,-23.1203,-134.9692,Rain,light rain,79.09,79.09,79.09,75,4,13.67,2023-02-08,PF
30,Vila Do Maio,15.1333,-23.2167,Clouds,overcast clouds,72.66,72.39,72.39,71,100,13.82,2023-02-08,CV
31,Pangnirtung,66.1451,-65.7125,Clouds,few clouds,-20.2,-20.2,-20.2,63,20,0,2023-02-08,CA
32,Castro,-24.7911,-50.0119,Clear,clear sky,80.83,80.15,80.15,49,7,6.69,2023-02-08,BR
33,Las Choapas,17.9333,-94.0833,Clouds,few clouds,78.93,77.77,77.77,78,13,4.34,2023-02-08,MX
34,Qaqortoq,60.7167,-46.0333,Snow,light snow,5.38,17.98,17.98,92,100,13.22,2023-02-08,GL
35,Ushuaia,-54.8,-68.3,Clouds,broken clouds,69.82,71.26,71.26,37,75,11.5,2023-02-08,AR
36,Xaxim,-26.9617,-52.5347,Clear,clear sky,83.26,86.38,86.38,22,2,5.61,2023-02-08,BR
37,Mount Isa,-20.7333,139.5,Clouds,overcast clouds,76.86,74.97,74.97,100,100,0,2023-02-08,AU
38,Cabo San Lucas,22.8909,-109.9124,Clear,clear sky,69.93,71.69,72.61,29,0,6.91,2023-02-08,MX
39,Pingliang,35.5392,106.6861,Clouds,overcast clouds,19.99,26.22,26.22,86,98,5.3,2023-02-08,CN
40,Kumylzhenskaya,49.8809,42.5898,Clear,clear sky,-5.48,5.99,5.99,94,7,6.64,2023-02-08,RU
41,Koumac,-20.5667,164.2833,Rain,light rain,79.52,77.85,77.85,89,100,2.01,2023-02-08,NC
42,Viedma,-40.8135,-62.9967,Clear,clear sky,82.6,85.78,85.78,19,1,11.63,2023-02-08,AR
43,Kapaa,22.0752,-159.319,Clear,clear sky,70.97,70.25,73.72,85,0,23.02,2023-02-08,US
44,Oyama,36.3,139.8,Clouds,few clouds,44.58,44.58,44.58,69,18,2.3,2023-02-08,JP
45,Portland,45.5234,-122.6762,Clouds,scattered clouds,33.73,37.67,42.04,95,40,5.01,2023-02-08,US
47,Kahului,20.8947,-156.47,Clouds,few clouds,73.06,72.41,73.85,79,20,13.8,2023-02-08,US
48,Barrow,71.2906,-156.7887,Clouds,overcast clouds,-29.18,-16.58,-16.58,69,100,4.61,2023-02-08,US
49,Esperance,-33.8667,121.9,Clouds,few clouds,63.99,63.77,63.77,88,24,9.86,2023-02-08,AU
50,Tazovskiy,67.4667,78.7,Snow,light snow,-7.19,5.41,5.41,93,100,19.39,2023-02-08,RU
51,Hirado,33.3597,129.5531,Clouds,overcast clouds,44.64,49.86,49.86,58,100,14.25,2023-02-08,JP
52,Blagoveshchenka,52.8333,79.8667,Clouds,overcast clouds,-9.8,-9.8,-9.8,100,94,1.45,2023-02-08,RU
53,Nalut,30.3333,10.85,Clear,clear sky,62.11,64.76,64.76,25,0,19.62,2023-02-08,LY
54,Lebu,-37.6167,-73.65,Clear,clear sky,65.89,66.24,66.24,71,1,13.71,2023-02-08,CL
55,East London,-33.0153,27.9116,Rain,light rain,71.92,70.74,70.74,94,40,3.44,2023-02-08,ZA
56,Labuhan,-6.8844,112.2051,Clouds,overcast clouds,79.7,78.06,78.06,88,96,9.8,2023-02-08,ID
57,Pacific Grove,36.6177,-121.9166,Clear,clear sky,49.19,51.04,54.43,71,0,11.99,2023-02-08,US
58,Cape Town,-33.9258,18.4232,Clear,clear sky,74.34,74.3,82.81,62,0,14.97,2023-02-08,ZA
59,Ambon,-3.6954,128.1814,Rain,moderate rain,76.71,75.34,75.34,88,40,4.61,2023-02-08,ID
60,Colares,38.7992,-9.4469,Clouds,broken clouds,54.39,55.87,56.89,69,75,12.66,2023-02-08,PT
62,Yellowknife,62.456,-114.3525,Clouds,few clouds,-34.44,-23.28,-23.28,76,20,3.44,2023-02-08,CA
64,Provideniya,64.3833,-173.3,Clouds,overcast clouds,-28.82,-17.34,-17.34,98,97,3.96,2023-02-08,RU
65,Tilichiki,60.4667,166.1,Clouds,overcast clouds,-30.44,-17.84,-17.84,90,85,11.86,2023-02-08,RU
66,Gushikawa,26.3544,127.8686,Clouds,overcast clouds,59.56,60.01,63.63,82,100,6.91,2023-02-08,JP
67,Dombarovskiy,50.7587,59.5386,Clouds,scattered clouds,-13.02,-13.02,-13.02,100,45,2.51,2023-02-08,RU
68,Chuy,-33.6971,-53.4616,Clouds,scattered clouds,88.32,88.74,88.74,38,31,8.39,2023-02-08,UY
69,Atuona,-9.8,-139.0333,Clouds,few clouds,79.07,79.07,79.07,79,15,19.33,2023-02-08,PF
70,Begoro,6.3871,-0.3774,Clouds,overcast clouds,86.38,84.6,84.6,52,98,5.37,2023-02-08,GH
71,Sinnamary,5.3833,-52.95,Clouds,overcast clouds,79.7,78.1,78.1,87,92,12.53,2023-02-08,GF
73,Chokurdakh,70.6333,147.9167,Clouds,overcast clouds,-39.69,-27.09,-27.09,98,100,5.59,2023-02-08,RU
74,Nanortalik,60.1432,-45.2371,Snow,snow,20.3,27.16,27.16,89,100,6.2,2023-02-08,GL
75,Hilo,19.7297,-155.09,Rain,light rain,70.47,69.8,71.33,85,100,5.75,2023-02-08,US
76,Muros,42.7762,-9.0603,Clear,clear sky,53.83,55.65,55.65,62,0,4.12,2023-02-08,ES
77,Snyder,32.7179,-100.9176,Clouds,overcast clouds,33.49,39.6,43.09,75,100,9.22,2023-02-08,US
78,Bethel,41.3712,-73.414,Clouds,scattered clouds,38.57,44.73,48.02,64,40,12.66,2023-02-08,US
80,Kaeo,-35.1,173.7833,Clouds,few clouds,59.32,59.32,59.32,93,16,4.61,2023-02-08,NZ
81,Klaksvik,62.2266,-6.589,Clouds,broken clouds,25.77,38.32,38.32,66,76,32.32,2023-02-08,FO
82,Hofn,64.2539,-15.2082,Clouds,few clouds,19.09,28.42,28.42,69,20,10.36,2023-02-08,IS
83,Hamilton,39.1834,-84.5333,Clear,clear sky,40.69,45.03,48.22,68,0,8.05,2023-02-08,US
84,Sorong,-0.8833,131.25,Clouds,overcast clouds,80.11,78.6,78.6,84,100,19.42,2023-02-08,ID
85,Tselina,46.5338,41.0328,Clouds,broken clouds,6.94,19.54,19.54,87,77,13.73,2023-02-08,RU
86,Taoudenni,22.6783,-3.9836,Clouds,broken clouds,76.42,78.37,78.37,11,81,10.11,2023-02-08,ML
87,Hithadhoo,-0.6,73.0833,Clouds,few clouds,86.63,81.88,81.88,72,22,5.99,2023-02-08,MV
90,Bengkulu,-3.8004,102.2655,Clouds,overcast clouds,76.66,75.38,75.38,86,91,5.26,2023-02-08,ID
91,Noumea,-22.2763,166.4572,Clouds,overcast clouds,95.59,82.99,82.99,99,100,10.45,2023-02-08,NC
92,Wattegama,6.7989,81.4808,Clouds,broken clouds,72.59,71.47,71.47,91,75,4.5,2023-02-08,LK
93,Algiers,36.7525,3.042,Rain,light rain,50.34,51.62,51.62,82,40,5.75,2023-02-08,DZ
94,San Nicolas,18.1725,120.5953,Clouds,scattered clouds,74.08,73.54,73.54,74,47,6.15,2023-02-08,PH
95,Zhanakorgan,43.9098,67.2495,Clouds,overcast clouds,35.55,35.55,35.55,72,99,1.95,2023-02-08,KZ
96,Bima,-8.4667,118.7167,Clouds,overcast clouds,78.49,76.75,76.75,93,98,3.06,2023-02-08,ID
97,Thompson,55.7435,-97.8558,Clouds,broken clouds,12.36,12.36,12.36,92,75,2.3,2023-02-08,CA
98,Dinan,48.4167,-2.25,Clear,clear sky,40.14,42.33,44.92,72,0,3.87,2023-02-08,FR
99,Hami,42.8,93.45,Clear,clear sky,25.72,32.23,32.23,63,9,7.09,2023-02-08,CN
100,Northam,51.0333,-4.2167,Clouds,scattered clouds,39.92,45.01,45.61,82,25,9.84,2023-02-08,GB
101,Kushiro,42.975,144.3747,Clouds,scattered clouds,13.1,19.42,19.42,79,50,4.34,2023-02-08,JP
102,Kodinar,20.7903,70.7031,Clear,clear sky,71.53,71.69,71.69,63,5,6.29,2023-02-08,IN
103,Honningsvag,70.9821,25.9704,Drizzle,light intensity drizzle,26.47,38.95,38.95,65,100,33.38,2023-02-08,NO
106,Bukachacha,52.9833,116.9167,Clouds,overcast clouds,-6.12,-6.12,-6.12,98,100,0.34,2023-02-08,RU
107,Tiksi,71.6872,128.8694,Clouds,broken clouds,-52.73,-40.13,-40.13,98,53,6.26,2023-02-08,RU
108,Hasaki,35.7333,140.8333,Clouds,broken clouds,33.08,41.4,41.4,66,84,16.93,2023-02-08,JP
109,Sovetskiy,61.3614,63.5842,Clouds,broken clouds,0.16,10.8,10.8,94,82,6.78,2023-02-08,RU
110,Hermanus,-34.4187,19.2345,Clear,clear sky,78.15,77.81,77.81,61,0,20.58,2023-02-08,ZA
111,Fortuna,40.5982,-124.1573,Clouds,overcast clouds,41.07,44.33,45.93,96,100,5.75,2023-02-08,US
112,Deputatskiy,69.3,139.9,Clouds,broken clouds,-58.05,-45.45,-45.45,99,70,4.47,2023-02-08,RU
113,Kodiak,57.79,-152.4072,Clear,clear sky,9.66,15.31,15.31,79,0,3.44,2023-02-08,US
114,Severo-Kurilsk,50.6789,156.125,Clouds,overcast clouds,9.21,21.81,21.81,66,96,16.35,2023-02-08,RU
115,Bredasdorp,-34.5322,20.0403,Clear,clear sky,70.59,70.84,70.84,63,1,18.3,2023-02-08,ZA
116,Hobart,-42.8794,147.3294,Clouds,overcast clouds,55.22,56.48,57.06,72,100,3.44,2023-02-08,AU
117,Saint-Michel-Des-Saints,46.6834,-73.9159,Clouds,few clouds,13.19,22.35,22.35,76,11,7.87,2023-02-08,CA
118,Saint-Leu,-21.15,55.2833,Rain,light rain,77.23,76.21,77.86,79,43,8.1,2023-02-08,RE
119,Lata,40.1629,-8.3327,Clouds,scattered clouds,55.08,56.91,57.07,59,44,10.69,2023-02-08,PT
120,Khandyga,62.6667,135.6,Clouds,overcast clouds,-48.42,-48.42,-48.42,100,99,2.15,2023-02-08,RU
121,Leh,34.1667,77.5833,Clouds,broken clouds,3.38,3.38,3.38,65,75,2.39,2023-02-08,IN
122,Aylmer,42.7668,-80.983,Clouds,few clouds,34.23,39.11,40.5,74,18,6.73,2023-02-08,CA
123,Toora-Khem,52.4675,96.11,Clouds,overcast clouds,1.96,1.96,1.96,99,100,1.34,2023-02-08,RU
124,Ulaangom,49.9811,92.0667,Clouds,overcast clouds,-23.48,-14.37,-14.37,92,100,3.13,2023-02-08,MN
125,Port Hardy,50.6996,-127.4199,Clouds,broken clouds,32.18,32.18,32.18,100,75,2.3,2023-02-08,CA
126,Lorengau,-2.0226,147.2712,Clouds,overcast clouds,78.76,77.29,77.29,86,100,9.91,2023-02-08,PG
127,Honiara,-9.4333,159.95,Clouds,overcast clouds,79.84,78.31,78.31,85,100,2.17,2023-02-08,SB
129,Ouadda,8.0777,22.4007,Clear,clear sky,79.02,81.07,81.07,14,9,6.13,2023-02-08,CF
130,Aykhal,66,111.5,Clouds,broken clouds,-52.17,-39.57,-39.57,100,60,4.92,2023-02-08,RU
131,New Norfolk,-42.7826,147.0587,Clouds,overcast clouds,51.13,53.08,56.7,65,100,1.28,2023-02-08,AU
133,Victoria,22.2855,114.1577,Clouds,overcast clouds,65.88,65.57,66.96,86,100,15.01,2023-02-08,HK
134,Karwar,14.8,74.1333,Clouds,scattered clouds,75.83,75.4,75.4,68,31,6.76,2023-02-08,IN
135,Saint George,37.1041,-113.5841,Clear,clear sky,43.43,43.43,43.43,56,0,0,2023-02-08,US
136,Vaini,-21.2,-175.2,Rain,light rain,79,77.16,77.16,94,75,4.61,2023-02-08,TO
137,Kabompo,-13.5927,24.2008,Rain,light rain,67.28,66.47,66.47,95,92,4.09,2023-02-08,ZM
138,Lokoja,7.8024,6.743,Clouds,scattered clouds,95.88,100.02,100.02,15,29,7.11,2023-02-08,NG
139,Husavik,66.0449,-17.3389,Clouds,broken clouds,9.19,21.61,21.61,76,56,13.02,2023-02-08,IS
140,Kramat,-8.1311,113.4499,Rain,light rain,75.9,74.3,74.3,95,82,1.68,2023-02-08,ID
141,Kaohsiung,22.6163,120.3133,Haze,haze,68.92,68.56,69.04,81,75,8.05,2023-02-08,TW
142,Zambezi,-13.5432,23.1047,Clouds,overcast clouds,68.86,68.25,68.25,87,92,5.41,2023-02-08,ZM
143,Coquimbo,-29.9533,-71.3436,Clouds,broken clouds,67.82,67.73,67.73,77,75,11.5,2023-02-08,CL
144,Carnarvon,-24.8667,113.6333,Clear,clear sky,78.73,77.68,77.68,76,9,23.96,2023-02-08,AU
145,Milkovo,54.7167,158.6167,Clouds,overcast clouds,-3.21,-3.21,-3.21,100,100,1.48,2023-02-08,RU
146,Hauterive,46.0901,3.4459,Clear,clear sky,43.02,45.36,45.36,45,0,4.63,2023-02-08,FR
147,Talcahuano,-36.7167,-73.1167,Smoke,smoke,68.76,69.48,69.48,56,0,6.91,2023-02-08,CL
148,Bluff,-46.6,168.3333,Clouds,broken clouds,42.66,49.8,49.8,67,71,23.98,2023-02-08,NZ
149,Yendi,9.4427,-0.0099,Clouds,broken clouds,95.61,101.12,101.12,9,66,6.89,2023-02-08,GH
150,Warangal,18,79.5833,Clouds,broken clouds,75.27,76.68,76.68,26,69,4.61,2023-02-08,IN
151,Teguise,29.0605,-13.564,Clouds,broken clouds,58.23,59.22,59.22,72,75,5.75,2023-02-08,ES
152,Leningradskiy,69.3833,178.4167,Clouds,overcast clouds,-35.86,-23.26,-23.26,93,100,5.1,2023-02-08,RU
153,Luderitz,-26.6481,15.1594,Clear,clear sky,68.56,68.49,68.49,75,0,22.21,2023-02-08,NA
154,Zeya,53.75,127.2667,Clear,clear sky,-37.68,-27.11,-27.11,97,8,3.04,2023-02-08,RU
155,Bowen,-20.0167,148.2333,Clouds,overcast clouds,78.93,78.93,78.93,83,100,17.76,2023-02-08,AU
156,Impfondo,1.6381,18.0667,Clouds,broken clouds,83.43,86.58,86.58,22,60,1.59,2023-02-08,CG
157,Cherskiy,68.75,161.3,Clouds,overcast clouds,-36.36,-23.76,-23.76,98,100,7.45,2023-02-08,RU
158,Souillac,-20.5167,57.5167,Rain,light rain,85.28,80.98,80.98,74,40,4.61,2023-02-08,MU
159,Bac Lieu,9.285,105.7244,Clouds,scattered clouds,78.94,77.45,77.45,86,35,13.89,2023-02-08,VN
161,Reading,51.4562,-0.9711,Clear,clear sky,37.54,43.27,44.8,65,0,10.36,2023-02-08,GB
162,Los Llanos De Aridane,28.6585,-17.9182,Clouds,broken clouds,58.03,59.13,60.55,70,75,5.75,2023-02-08,ES
163,Upernavik,72.7868,-56.1549,Clouds,few clouds,-37.03,-24.45,-24.45,89,23,3.96,2023-02-08,GL
164,Farah,32.5,62.5,Clear,clear sky,53.29,55.67,55.67,50,2,6.04,2023-02-08,AF
165,Domoni,-12.2569,44.5319,Clouds,overcast clouds,79.66,79.66,79.66,83,100,5.88,2023-02-08,KM
166,Vila Velha,-20.3297,-40.2925,Clouds,scattered clouds,96.96,86.95,89.55,69,40,11.5,2023-02-08,BR
167,Takapau,-40.0333,176.35,Clear,clear sky,57.18,57.72,57.72,85,2,4.23,2023-02-08,NZ
168,Sydney,-33.8679,151.2073,Rain,light intensity shower rain,68.58,67.86,69.71,90,75,6.91,2023-02-08,AU
169,Behshahr,36.6923,53.5526,Rain,light rain,41.29,44.55,44.55,91,100,5.82,2023-02-08,IR
170,Neyshabur,36.2133,58.7958,Rain,light rain,41.83,45,45,60,17,5.79,2023-02-08,IR
171,Buritis,-15.6178,-46.4233,Clear,clear sky,92.32,91.81,91.81,37,9,3.24,2023-02-08,BR
172,Narsaq,60.9167,-46.05,Snow,light snow,-3.78,8.82,8.82,94,100,11.77,2023-02-08,GL
173,Reconquista,-29.15,-59.65,Clear,clear sky,105.6,108.7,108.7,14,5,8.97,2023-02-08,AR
174,Puerto Ayora,-0.7393,-90.3518,Rain,light rain,87.17,80.55,84.16,90,93,8.01,2023-02-08,EC
175,Anchorage,61.2181,-149.9003,Clouds,overcast clouds,12.79,20.52,22.08,86,100,5.75,2023-02-08,US
176,La Ronge,55.1001,-105.2842,Clouds,few clouds,5.95,17.85,17.85,67,20,10.36,2023-02-08,CA
178,Alice Springs,-23.7,133.8833,Clear,clear sky,73.38,72.95,72.95,73,7,5.75,2023-02-08,AU
179,Olafsvik,64.8945,-23.7142,Snow,light snow,12.25,24.85,24.85,74,100,19.17,2023-02-08,IS
180,Clyde River,70.4692,-68.5914,Clouds,few clouds,-43.37,-30.77,-30.77,68,20,4.61,2023-02-08,CA
181,Buraydah,26.326,43.975,Clouds,overcast clouds,54.75,57.65,57.65,35,100,9.24,2023-02-08,SA
182,Fairbanks,64.8378,-147.7164,Snow,light snow,-8.12,-0.26,0.61,83,100,3.44,2023-02-08,US
183,Nushki,29.5542,66.0215,Clouds,overcast clouds,63.73,65.77,65.77,36,96,8.63,2023-02-08,PK
184,Sable-Sur-Sarthe,47.8376,-0.3329,Clear,clear sky,42.24,44.87,46.65,60,0,4.92,2023-02-08,FR
185,Ribeira Grande,38.5167,-28.7,Clouds,scattered clouds,55.78,57.6,57.78,58,40,12.66,2023-02-08,PT
186,Saint-Pierre,-21.3393,55.4781,Clear,clear sky,79.68,78.48,78.48,78,0,24.16,2023-02-08,RE
187,Catamarca,-28.4696,-65.7852,Clouds,broken clouds,95.54,95.77,95.77,30,52,5.99,2023-02-08,AR
188,Bathsheba,13.2167,-59.5167,Clouds,scattered clouds,89.53,83.01,83.01,74,40,18.41,2023-02-08,BB
189,Komsomolskiy,40.4272,71.7189,Mist,mist,37.26,41.72,41.72,75,100,6.91,2023-02-08,UZ
190,Jamestown,42.097,-79.2353,Clouds,scattered clouds,30.43,37.11,38.79,64,40,9.22,2023-02-08,US
191,Port Macquarie,-31.4333,152.9167,Clouds,scattered clouds,65.89,65.89,65.89,79,29,4.9,2023-02-08,AU
192,General Pico,-35.6566,-63.7568,Clear,clear sky,96.6,99.32,99.32,20,0,6.91,2023-02-08,AR
193,Buala,-8.145,159.5921,Clouds,overcast clouds,79.75,79.75,79.75,84,100,6.15,2023-02-08,SB
194,Port Blair,11.6667,92.75,Haze,haze,83.86,80.64,80.64,69,40,9.22,2023-02-08,IN
195,Durant,33.994,-96.3708,Rain,heavy intensity rain,43.72,45.93,46.76,95,100,4.61,2023-02-08,US
196,Camocim,-2.9022,-40.8411,Clouds,overcast clouds,89.85,84,84,68,95,10.63,2023-02-08,BR
197,Poum,-20.2333,164.0167,Clouds,overcast clouds,85.53,80.46,80.46,82,100,9.84,2023-02-08,NC
198,Bermejo,-32.8833,-68.8,Clouds,few clouds,86.79,87.71,87.71,37,20,4.61,2023-02-08,AR
199,Tres Arroyos,-38.3739,-60.2798,Clouds,few clouds,89.73,91.71,91.71,29,12,15.52,2023-02-08,AR
200,Murray Bridge,-35.1167,139.2667,Clear,clear sky,62.65,63.12,65.34,75,5,5.66,2023-02-08,AU
202,Boddam,57.4667,-1.7833,Clouds,overcast clouds,34.25,44.78,46.78,64,100,34.87,2023-02-08,GB
203,Penalva,-3.2942,-45.1736,Clouds,scattered clouds,90.95,82.74,82.74,81,41,3.89,2023-02-08,BR
205,Rocha,-34.4833,-54.3333,Clouds,broken clouds,81.55,81.18,81.18,47,83,9.37,2023-02-08,UY
206,Belmonte,-15.8631,-38.8828,Clouds,broken clouds,87.85,85.05,85.05,55,72,10.36,2023-02-08,BR
207,Porto Novo,6.4965,2.6036,Clouds,broken clouds,96.66,87.62,87.62,65,84,11.81,2023-02-08,BJ
208,Sechura,-5.5569,-80.8222,Clouds,few clouds,87.82,85.39,85.39,53,11,9.26,2023-02-08,PE
209,Chon Buri,13.3,101.3,Clear,clear sky,79.03,79.03,83.34,99,1,8.52,2023-02-08,TH
210,Limbang,4.75,115,Clouds,overcast clouds,79.07,77.11,77.11,97,99,2.53,2023-02-08,MY
211,Kruisfontein,-34.0033,24.7314,Clouds,overcast clouds,69.87,69.89,69.89,70,100,12.91,2023-02-08,ZA
212,Barcelona,41.3888,2.159,Clouds,broken clouds,43.95,49.66,51.82,69,75,16.11,2023-02-08,ES
213,Ayia Galini,35.1,24.6833,Clouds,broken clouds,38.75,44.69,45.39,58,77,11.99,2023-02-08,GR
214,Isangel,-19.55,169.2667,Rain,light rain,80.11,78.51,78.51,86,100,7.43,2023-02-08,VU
215,Beni Mazar,28.4962,30.8029,Clouds,scattered clouds,53.64,56.28,56.28,43,40,7.56,2023-02-08,EG
216,Lenggries,47.6833,11.5667,Clear,clear sky,22.84,26.91,28.44,90,3,3.49,2023-02-08,DE
217,Severobaykalsk,55.65,109.3167,Clouds,overcast clouds,-9.83,0.79,0.79,94,99,5.17,2023-02-08,RU
218,Kieta,-6.2167,155.6333,Clouds,overcast clouds,79.7,79.7,79.7,85,100,5.84,2023-02-08,PG
220,Butaritari,3.0707,172.7902,Rain,light rain,85.28,80.28,80.28,83,81,20.94,2023-02-08,KI
221,Arica,-18.475,-70.3042,Clear,clear sky,77.72,77.23,85.55,65,0,12.66,2023-02-08,CL
222,George,-33.963,22.4617,Clouds,few clouds,69.42,69.35,69.35,73,20,21.85,2023-02-08,ZA
223,Avarua,-21.2078,-159.775,Clouds,few clouds,75.2,73.45,73.45,100,23,1.14,2023-02-08,CK
224,San Carlos De Bariloche,-41.1456,-71.3082,Clear,clear sky,75.4,76.75,76.75,27,0,6.91,2023-02-08,AR
225,Marsh Harbour,26.5412,-77.0636,Clouds,few clouds,73.81,73.99,73.99,58,24,14.7,2023-02-08,BS
226,Misratah,32.3754,15.0925,Clouds,overcast clouds,57.27,58.91,58.91,59,100,19.71,2023-02-08,LY
227,Giovinazzo,41.1864,16.6674,Clouds,scattered clouds,37.38,44.06,45.82,52,40,13.8,2023-02-08,IT
228,Katsuura,35.1333,140.3,Clouds,overcast clouds,40.03,45.52,45.52,82,89,11.25,2023-02-08,JP
229,Sao Jose Da Coroa Grande,-8.8978,-35.1478,Clouds,overcast clouds,86.34,82.44,82.44,66,95,8.77,2023-02-08,BR
230,Boyuibe,-20.4167,-63.2833,Clouds,broken clouds,91.92,91.31,91.31,38,70,6.82,2023-02-08,BO
231,Nau,40.1525,69.3686,Clouds,overcast clouds,30.52,37.99,37.99,49,100,11.5,2023-02-08,TJ
233,Abomsa,9.9833,39.9833,Clear,clear sky,71.53,72.93,72.93,34,3,4.5,2023-02-08,ET
234,Port Elizabeth,-33.918,25.5701,Clouds,few clouds,72.36,72.1,72.32,71,20,9.22,2023-02-08,ZA
235,Port Augusta,-32.5,137.7667,Clear,clear sky,76.12,77.67,77.67,21,2,3.42,2023-02-08,AU
236,Burnie,-41.0667,145.9167,Clouds,overcast clouds,59.11,58.95,58.95,97,100,12.19,2023-02-08,AU
237,Yamada,39.4667,141.95,Clouds,few clouds,21.07,27.66,27.66,73,19,5.99,2023-02-08,JP
238,Lavrentiya,65.5833,-171,Clouds,overcast clouds,-21.28,-12.42,-12.42,90,100,3.13,2023-02-08,RU
239,Cockburn Town,21.4612,-71.1419,Clear,clear sky,78.46,77.49,77.49,75,1,21.41,2023-02-08,TC
240,Seymchan,62.8833,152.4333,Clouds,overcast clouds,-34.82,-34.82,-34.82,100,100,2.15,2023-02-08,RU
241,Batagay,67.6333,134.6333,Clouds,broken clouds,-56.27,-56.27,-56.27,99,51,1.74,2023-02-08,RU
242,Naze,28.3667,129.4833,Clouds,broken clouds,61.3,61.72,61.72,79,70,12.3,2023-02-08,JP
243,Baykit,61.67,96.37,Clouds,overcast clouds,3.94,3.94,3.94,99,100,0.76,2023-02-08,RU
244,Wilmington Island,32.0036,-80.9737,Clear,clear sky,69.8,70.12,73.04,63,0,6.91,2023-02-08,US
245,Havre-Saint-Pierre,50.2334,-63.5986,Snow,light rain and snow,15.71,25.16,26.6,86,100,9.22,2023-02-08,CA
246,Gigmoto,13.7796,124.39,Clouds,overcast clouds,78.31,77.27,77.27,77,100,11.23,2023-02-08,PH
247,Mahebourg,-20.4081,57.7,Rain,light rain,85.1,80.89,80.89,74,40,4.61,2023-02-08,MU
248,Davila,18.4726,120.5763,Clouds,scattered clouds,75.7,75.07,75.07,73,28,7.74,2023-02-08,PH
249,Bundaberg,-24.85,152.35,Clouds,broken clouds,78.17,77.22,77.22,75,72,3,2023-02-08,AU
250,Tyulgan,52.3405,56.166,Clouds,scattered clouds,-12.28,-3.69,-3.69,96,35,3.56,2023-02-08,RU
251,Beloha,-25.1667,45.05,Rain,light rain,76.77,75.78,75.78,79,100,3.83,2023-02-08,MG
252,Saint Joseph,39.7686,-94.8466,Clouds,broken clouds,40.06,42.64,43.25,56,59,4.36,2023-02-08,US
